Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2017,Haryana,Rohtak,Wheat,41,173,Diesel,5000,1.0,35465000.0,95046.20000000001,0
2021,Punjab,Patiala,Paddy,14,173,Diesel,15000,1.0,36330000.0,97364.40000000001,0
2019,Punjab,Amritsar,Sugarcane,29,116,Diesel,18000,1.0,60552000.0,162279.36000000002,0
2022,Haryana,Hisar,Paddy,13,97,Diesel,15000,1.0,18915000.0,50692.200000000004,0
2021,Punjab,Jalandhar,Paddy,34,92,Diesel,15000,1.0,46920000.0,125745.6,0
2020,Haryana,Panipat,Cotton,19,142,Diesel,7000,1.0,18886000.0,50614.48,0
2017,Haryana,Karnal,Paddy,27,107,Diesel,15000,1.0,43335000.0,116137.8,0
2022,Punjab,Bathinda,Paddy,46,69,Diesel,15000,1.0,47610000.0,127594.8,0
2019,Haryana,Rohtak,Wheat,49,78,Diesel,5000,1.0,19110000.0,51214.8,0
2021,Punjab,Amritsar,Mustard,14,163,Electric,4500,0.8,8215200.0,12322.800000000001,0
2016,Haryana,Rohtak,Cotton,6,98,Solar,7000,0.6,2469600.0,0.0,1
2022,Punjab,Bathinda,Wheat,15,124,Electric,5000,0.8,7440000.0,11160.0,0
2021,Punjab,Ludhiana,Sugarcane,40,122,Diesel,18000,1.0,87840000.0,235411.2,0
2016,Haryana,Hisar,Mustard,7,155,Diesel,4500,1.0,4882500.0,13085.1,0
2017,Punjab,Ludhiana,Wheat,44,167,Electric,5000,0.8,29392000.0,44088.0,0
2017,Haryana,Rohtak,Mustard,37,156,Solar,4500,0.6,15584400.0,0.0,1
2018,Punjab,Jalandhar,Sugarcane,13,86,Electric,18000,0.8,16099200.0,24148.800000000003,0
2018,Haryana,Hisar,Cotton,14,115,Electric,7000,0.8,9016000.0,13524.0,0
2016,Punjab,Bathinda,Maize,21,173,Diesel,4000,1.0,14532000.0,38945.76,0
2017,Haryana,Rohtak,Cotton,13,114,Electric,7000,0.8,8299200.0,12448.800000000001,0
2021,Haryana,Panipat,Paddy,8,165,Diesel,15000,1.0,19800000.0,53064.0,0
2019,Punjab,Ludhiana,Maize,28,77,Diesel,4000,1.0,8624000.0,23112.32,0
2022,Haryana,Hisar,Maize,49,166,Diesel,4000,1.0,32536000.0,87196.48000000001,0
2018,Punjab,Jalandhar,Mustard,9,135,Electric,4500,0.8,4374000.0,6561.0,0
2017,Punjab,Ludhiana,Cotton,7,148,Electric,7000,0.8,5801600.0,8702.400000000001,0
2021,Punjab,Patiala,Paddy,49,159,Electric,15000,0.8,93492000.0,140238.0,0
2020,Haryana,Hisar,Mustard,47,99,Solar,4500,0.6,12563100.0,0.0,1
2016,Haryana,Hisar,Mustard,6,134,Solar,4500,0.6,2170800.0,0.0,1
2022,Haryana,Karnal,Sugarcane,21,146,Diesel,18000,1.0,55188000.0,147903.84,0
2022,Punjab,Patiala,Wheat,23,133,Diesel,5000,1.0,15295000.0,40990.600000000006,0
2016,Punjab,Amritsar,Wheat,24,120,Diesel,5000,1.0,14400000.0,38592.0,0
2023,Punjab,Bathinda,Paddy,17,170,Diesel,15000,1.0,43350000.0,116178.0,0
2022,Punjab,Bathinda,Sugarcane,49,128,Electric,18000,0.8,90316800.0,135475.2,0
2019,Punjab,Patiala,Maize,10,171,Diesel,4000,1.0,6840000.0,18331.2,0
2018,Haryana,Hisar,Maize,33,61,Electric,4000,0.8,6441600.0,9662.400000000001,0
2020,Haryana,Panipat,Cotton,7,96,Electric,7000,0.8,3763200.0,5644.799999999999,0
2017,Punjab,Ludhiana,Mustard,40,121,Electric,4500,0.8,17424000.0,26136.0,0
2018,Punjab,Amritsar,Maize,25,83,Diesel,4000,1.0,8300000.0,22244.0,0
2022,Haryana,Gurgaon,Maize,23,128,Electric,4000,0.8,9420800.0,14131.199999999999,0
2016,Punjab,Jalandhar,Paddy,42,102,Diesel,15000,1.0,64260000.0,172216.80000000002,0
2023,Punjab,Jalandhar,Mustard,46,99,Solar,4500,0.6,12295800.0,0.0,1
2016,Punjab,Patiala,Cotton,28,117,Diesel,7000,1.0,22932000.0,61457.76,0
2023,Haryana,Panipat,Sugarcane,33,61,Electric,18000,0.8,28987200.0,43480.8,0
2019,Punjab,Jalandhar,Maize,32,109,Solar,4000,0.6,8371200.0,0.0,1
2022,Haryana,Hisar,Mustard,9,153,Electric,4500,0.8,4957200.0,7435.799999999999,0
2020,Haryana,Hisar,Mustard,23,131,Electric,4500,0.8,10846800.0,16270.199999999999,0
2019,Punjab,Patiala,Wheat,18,66,Diesel,5000,1.0,5940000.0,15919.2,0
2021,Punjab,Jalandhar,Paddy,19,66,Diesel,15000,1.0,18810000.0,50410.8,0
2016,Haryana,Gurgaon,Paddy,41,115,Solar,15000,0.6,42435000.0,0.0,1
2023,Haryana,Panipat,Sugarcane,48,132,Diesel,18000,1.0,114048000.0,305648.64,0
2016,Haryana,Rohtak,Paddy,36,141,Diesel,15000,1.0,76140000.0,204055.2,0
2023,Punjab,Ludhiana,Maize,24,102,Electric,4000,0.8,7833600.0,11750.400000000001,0
2020,Haryana,Panipat,Sugarcane,33,62,Diesel,18000,1.0,36828000.0,98699.04000000001,0
2021,Punjab,Amritsar,Mustard,6,69,Solar,4500,0.6,1117800.0,0.0,1
2017,Punjab,Bathinda,Wheat,35,67,Diesel,5000,1.0,11725000.0,31423.000000000004,0
2017,Haryana,Rohtak,Paddy,27,178,Diesel,15000,1.0,72090000.0,193201.2,0
2021,Punjab,Bathinda,Sugarcane,39,132,Diesel,18000,1.0,92664000.0,248339.52000000002,0
2017,Haryana,Hisar,Cotton,37,140,Diesel,7000,1.0,36260000.0,97176.8,0
2023,Punjab,Patiala,Cotton,10,148,Solar,7000,0.6,6216000.0,0.0,1
2022,Haryana,Panipat,Cotton,44,74,Diesel,7000,1.0,22792000.0,61082.560000000005,0
2021,Punjab,Amritsar,Mustard,26,98,Electric,4500,0.8,9172800.0,13759.199999999999,0
2017,Punjab,Ludhiana,Mustard,45,76,Diesel,4500,1.0,15390000.0,41245.200000000004,0
2019,Haryana,Rohtak,Cotton,22,124,Diesel,7000,1.0,19096000.0,51177.280000000006,0
2021,Haryana,Rohtak,Mustard,23,160,Solar,4500,0.6,9936000.0,0.0,1
2022,Haryana,Panipat,Cotton,23,160,Electric,7000,0.8,20608000.0,30912.0,0
2020,Haryana,Hisar,Maize,4,112,Diesel,4000,1.0,1792000.0,4802.56,0
2019,Punjab,Bathinda,Sugarcane,35,109,Solar,18000,0.6,41202000.0,0.0,1
2022,Haryana,Panipat,Wheat,17,165,Diesel,5000,1.0,14025000.0,37587.0,0
2017,Haryana,Karnal,Paddy,3,142,Electric,15000,0.8,5112000.0,7668.0,0
2016,Haryana,Gurgaon,Mustard,14,157,Diesel,4500,1.0,9891000.0,26507.88,0
2022,Punjab,Patiala,Maize,29,134,Electric,4000,0.8,12435200.0,18652.800000000003,0
2018,Punjab,Amritsar,Sugarcane,7,136,Solar,18000,0.6,10281600.0,0.0,1
2017,Punjab,Ludhiana,Maize,14,156,Diesel,4000,1.0,8736000.0,23412.480000000003,0
2016,Punjab,Bathinda,Wheat,44,178,Diesel,5000,1.0,39160000.0,104948.8,0
2023,Punjab,Amritsar,Maize,11,128,Electric,4000,0.8,4505600.0,6758.400000000001,0
2022,Haryana,Karnal,Paddy,19,105,Diesel,15000,1.0,29925000.0,80199.0,0
2016,Punjab,Patiala,Wheat,32,161,Diesel,5000,1.0,25760000.0,69036.8,0
2019,Punjab,Bathinda,Maize,41,112,Diesel,4000,1.0,18368000.0,49226.240000000005,0
2023,Punjab,Bathinda,Paddy,30,115,Electric,15000,0.8,41400000.0,62100.0,0
2018,Punjab,Patiala,Sugarcane,4,128,Diesel,18000,1.0,9216000.0,24698.88,0
2018,Punjab,Bathinda,Mustard,11,173,Diesel,4500,1.0,8563500.0,22950.18,0
2022,Haryana,Hisar,Sugarcane,18,179,Diesel,18000,1.0,57996000.0,155429.28,0
2018,Punjab,Ludhiana,Maize,2,151,Diesel,4000,1.0,1208000.0,3237.44,0
2017,Punjab,Amritsar,Sugarcane,3,120,Diesel,18000,1.0,6480000.0,17366.4,0
2020,Haryana,Panipat,Maize,40,72,Diesel,4000,1.0,11520000.0,30873.600000000002,0
2017,Haryana,Panipat,Maize,48,173,Diesel,4000,1.0,33216000.0,89018.88,0
2020,Punjab,Jalandhar,Paddy,15,75,Diesel,15000,1.0,16875000.0,45225.0,0
2022,Punjab,Ludhiana,Sugarcane,48,172,Diesel,18000,1.0,148608000.0,398269.44,0
2020,Punjab,Patiala,Cotton,40,93,Electric,7000,0.8,20832000.0,31248.0,0
2017,Haryana,Gurgaon,Sugarcane,17,133,Solar,18000,0.6,24418800.0,0.0,1
2020,Punjab,Patiala,Wheat,20,101,Electric,5000,0.8,8080000.0,12120.0,0
2021,Punjab,Jalandhar,Cotton,26,175,Diesel,7000,1.0,31850000.0,85358.0,0
2021,Punjab,Patiala,Maize,41,124,Electric,4000,0.8,16268800.0,24403.199999999997,0
2016,Punjab,Patiala,Maize,45,120,Solar,4000,0.6,12960000.0,0.0,1
2022,Haryana,Hisar,Maize,30,174,Diesel,4000,1.0,20880000.0,55958.4,0
2020,Punjab,Amritsar,Maize,3,144,Diesel,4000,1.0,1728000.0,4631.04,0
2020,Punjab,Patiala,Wheat,15,77,Diesel,5000,1.0,5775000.0,15477.000000000002,0
2019,Haryana,Karnal,Wheat,36,111,Diesel,5000,1.0,19980000.0,53546.4,0
2020,Haryana,Hisar,Maize,49,134,Electric,4000,0.8,21011200.0,31516.800000000003,0
2018,Haryana,Hisar,Paddy,29,133,Electric,15000,0.8,46284000.0,69426.0,0
2019,Haryana,Gurgaon,Cotton,24,93,Diesel,7000,1.0,15624000.0,41872.32,0
2020,Haryana,Panipat,Wheat,15,164,Diesel,5000,1.0,12300000.0,32964.0,0
2019,Haryana,Gurgaon,Paddy,31,80,Diesel,15000,1.0,37200000.0,99696.0,0
2022,Haryana,Gurgaon,Sugarcane,28,71,Solar,18000,0.6,21470400.0,0.0,1
2018,Punjab,Patiala,Maize,27,121,Solar,4000,0.6,7840800.0,0.0,1
2023,Haryana,Rohtak,Paddy,17,166,Diesel,15000,1.0,42330000.0,113444.40000000001,0
2023,Punjab,Ludhiana,Paddy,24,87,Electric,15000,0.8,25056000.0,37584.0,0
2020,Punjab,Jalandhar,Maize,29,162,Diesel,4000,1.0,18792000.0,50362.560000000005,0
2022,Punjab,Jalandhar,Cotton,8,124,Electric,7000,0.8,5555200.0,8332.8,0
2020,Punjab,Ludhiana,Wheat,35,105,Diesel,5000,1.0,18375000.0,49245.0,0
2020,Punjab,Amritsar,Paddy,49,177,Electric,15000,0.8,104076000.0,156114.0,0
2018,Punjab,Patiala,Wheat,34,66,Solar,5000,0.6,6732000.0,0.0,1
2016,Haryana,Panipat,Wheat,28,87,Diesel,5000,1.0,12180000.0,32642.4,0
2019,Haryana,Hisar,Maize,28,116,Diesel,4000,1.0,12992000.0,34818.560000000005,0
2020,Haryana,Hisar,Sugarcane,48,73,Electric,18000,0.8,50457600.0,75686.4,0
2016,Haryana,Panipat,Cotton,33,133,Electric,7000,0.8,24578400.0,36867.600000000006,0
2016,Haryana,Panipat,Mustard,32,113,Electric,4500,0.8,13017600.0,19526.4,0
2018,Haryana,Rohtak,Maize,5,105,Electric,4000,0.8,1680000.0,2520.0,0
2020,Haryana,Karnal,Paddy,9,112,Solar,15000,0.6,9072000.0,0.0,1
2023,Punjab,Jalandhar,Paddy,34,62,Diesel,15000,1.0,31620000.0,84741.6,0
2023,Punjab,Ludhiana,Sugarcane,24,65,Diesel,18000,1.0,28080000.0,75254.40000000001,0
2016,Haryana,Karnal,Sugarcane,38,112,Solar,18000,0.6,45964800.0,0.0,1
2022,Haryana,Hisar,Maize,32,127,Diesel,4000,1.0,16256000.0,43566.08,0
2017,Haryana,Gurgaon,Maize,36,175,Electric,4000,0.8,20160000.0,30240.0,0
2017,Punjab,Patiala,Sugarcane,30,153,Diesel,18000,1.0,82620000.0,221421.6,0
2021,Punjab,Ludhiana,Cotton,13,109,Solar,7000,0.6,5951400.0,0.0,1
2019,Haryana,Karnal,Sugarcane,14,147,Electric,18000,0.8,29635200.0,44452.8,0
2023,Haryana,Gurgaon,Mustard,43,97,Solar,4500,0.6,11261700.0,0.0,1
2019,Haryana,Hisar,Sugarcane,12,84,Electric,18000,0.8,14515200.0,21772.800000000003,0
2017,Punjab,Amritsar,Mustard,25,66,Diesel,4500,1.0,7425000.0,19899.0,0
2022,Haryana,Rohtak,Paddy,2,83,Diesel,15000,1.0,2490000.0,6673.200000000001,0
2016,Haryana,Hisar,Sugarcane,18,93,Solar,18000,0.6,18079200.0,0.0,1
2019,Haryana,Hisar,Paddy,12,170,Electric,15000,0.8,24480000.0,36720.0,0
2020,Punjab,Jalandhar,Maize,14,110,Electric,4000,0.8,4928000.0,7392.0,0
2021,Haryana,Karnal,Paddy,11,122,Diesel,15000,1.0,20130000.0,53948.4,0
2017,Haryana,Panipat,Cotton,39,75,Diesel,7000,1.0,20475000.0,54873.0,0
2019,Haryana,Karnal,Mustard,48,129,Electric,4500,0.8,22291200.0,33436.8,0
2018,Punjab,Amritsar,Wheat,6,175,Electric,5000,0.8,4200000.0,6300.0,0
2017,Haryana,Gurgaon,Maize,29,178,Solar,4000,0.6,12388800.0,0.0,1
2022,Haryana,Rohtak,Mustard,21,60,Electric,4500,0.8,4536000.0,6804.0,0
2019,Haryana,Rohtak,Mustard,8,120,Electric,4500,0.8,3456000.0,5184.0,0
2023,Punjab,Bathinda,Mustard,2,152,Solar,4500,0.6,820800.0,0.0,1
2019,Haryana,Karnal,Sugarcane,16,124,Diesel,18000,1.0,35712000.0,95708.16,0
2021,Punjab,Ludhiana,Sugarcane,28,69,Diesel,18000,1.0,34776000.0,93199.68000000001,0
2019,Haryana,Hisar,Mustard,49,104,Diesel,4500,1.0,22932000.0,61457.76,0
2022,Punjab,Jalandhar,Wheat,42,69,Solar,5000,0.6,8694000.0,0.0,1
2018,Punjab,Amritsar,Wheat,42,116,Solar,5000,0.6,14616000.0,0.0,1
2019,Haryana,Karnal,Mustard,26,147,Diesel,4500,1.0,17199000.0,46093.32,0
2020,Punjab,Amritsar,Cotton,27,72,Diesel,7000,1.0,13608000.0,36469.44,0
2022,Haryana,Rohtak,Mustard,11,66,Diesel,4500,1.0,3267000.0,8755.560000000001,0
2021,Punjab,Bathinda,Wheat,20,113,Electric,5000,0.8,9040000.0,13560.0,0
2020,Punjab,Bathinda,Mustard,33,64,Diesel,4500,1.0,9504000.0,25470.72,0
2021,Punjab,Amritsar,Mustard,3,115,Diesel,4500,1.0,1552500.0,4160.7,0
2018,Punjab,Amritsar,Maize,31,175,Diesel,4000,1.0,21700000.0,58156.0,0
2020,Punjab,Patiala,Wheat,8,125,Electric,5000,0.8,4000000.0,6000.0,0
2021,Haryana,Karnal,Cotton,22,127,Diesel,7000,1.0,19558000.0,52415.44,0
2021,Punjab,Jalandhar,Sugarcane,10,140,Diesel,18000,1.0,25200000.0,67536.0,0
2023,Haryana,Karnal,Cotton,14,177,Diesel,7000,1.0,17346000.0,46487.280000000006,0
2023,Haryana,Hisar,Wheat,10,99,Diesel,5000,1.0,4950000.0,13266.0,0
2016,Haryana,Panipat,Paddy,47,177,Electric,15000,0.8,99828000.0,149742.0,0
2018,Punjab,Ludhiana,Sugarcane,12,158,Diesel,18000,1.0,34128000.0,91463.04000000001,0
2016,Punjab,Ludhiana,Wheat,21,124,Electric,5000,0.8,10416000.0,15624.0,0
2016,Haryana,Rohtak,Paddy,42,127,Diesel,15000,1.0,80010000.0,214426.80000000002,0
2016,Punjab,Bathinda,Paddy,12,148,Diesel,15000,1.0,26640000.0,71395.2,0
2019,Haryana,Rohtak,Wheat,15,76,Diesel,5000,1.0,5700000.0,15276.000000000002,0
2020,Haryana,Karnal,Maize,35,94,Solar,4000,0.6,7896000.0,0.0,1
2022,Haryana,Rohtak,Mustard,26,150,Solar,4500,0.6,10530000.0,0.0,1
2020,Punjab,Jalandhar,Mustard,37,140,Electric,4500,0.8,18648000.0,27972.0,0
2021,Punjab,Ludhiana,Wheat,43,151,Electric,5000,0.8,25972000.0,38958.0,0
2016,Haryana,Panipat,Cotton,2,130,Diesel,7000,1.0,1820000.0,4877.6,0
2019,Punjab,Bathinda,Maize,29,116,Diesel,4000,1.0,13456000.0,36062.08,0
2020,Haryana,Panipat,Wheat,21,75,Diesel,5000,1.0,7875000.0,21105.0,0
2018,Haryana,Panipat,Sugarcane,41,116,Diesel,18000,1.0,85608000.0,229429.44,0
2022,Punjab,Jalandhar,Cotton,27,92,Electric,7000,0.8,13910400.0,20865.6,0
2017,Haryana,Rohtak,Cotton,48,126,Diesel,7000,1.0,42336000.0,113460.48000000001,0
2017,Punjab,Jalandhar,Wheat,44,107,Diesel,5000,1.0,23540000.0,63087.200000000004,0
2023,Haryana,Rohtak,Mustard,19,158,Diesel,4500,1.0,13509000.0,36204.12,0
2019,Punjab,Patiala,Cotton,40,147,Solar,7000,0.6,24696000.0,0.0,1
2019,Haryana,Panipat,Mustard,36,120,Electric,4500,0.8,15552000.0,23328.0,0
2020,Haryana,Hisar,Wheat,38,146,Electric,5000,0.8,22192000.0,33288.0,0
2016,Haryana,Karnal,Mustard,3,172,Diesel,4500,1.0,2322000.0,6222.96,0
2022,Punjab,Patiala,Paddy,48,150,Electric,15000,0.8,86400000.0,129600.0,0
2021,Haryana,Panipat,Cotton,8,97,Solar,7000,0.6,3259200.0,0.0,1
2016,Punjab,Patiala,Paddy,42,156,Diesel,15000,1.0,98280000.0,263390.4,0
2020,Punjab,Bathinda,Wheat,12,108,Diesel,5000,1.0,6480000.0,17366.4,0
2017,Punjab,Patiala,Mustard,6,107,Diesel,4500,1.0,2889000.0,7742.52,0
2021,Punjab,Ludhiana,Maize,24,123,Electric,4000,0.8,9446400.0,14169.599999999999,0
2019,Punjab,Patiala,Wheat,16,132,Diesel,5000,1.0,10560000.0,28300.800000000003,0
2021,Punjab,Bathinda,Wheat,23,123,Diesel,5000,1.0,14145000.0,37908.600000000006,0
2023,Haryana,Panipat,Maize,37,147,Solar,4000,0.6,13053600.0,0.0,1
2020,Haryana,Karnal,Sugarcane,38,77,Diesel,18000,1.0,52668000.0,141150.24000000002,0
2021,Punjab,Patiala,Maize,28,64,Solar,4000,0.6,4300800.0,0.0,1
2020,Haryana,Karnal,Mustard,45,67,Electric,4500,0.8,10854000.0,16281.0,0
2018,Punjab,Jalandhar,Maize,43,161,Diesel,4000,1.0,27692000.0,74214.56,0
2018,Haryana,Hisar,Paddy,43,160,Diesel,15000,1.0,103200000.0,276576.0,0
2016,Haryana,Karnal,Wheat,14,80,Diesel,5000,1.0,5600000.0,15008.0,0
2019,Punjab,Jalandhar,Paddy,6,158,Diesel,15000,1.0,14220000.0,38109.600000000006,0
2023,Punjab,Bathinda,Sugarcane,41,104,Solar,18000,0.6,46051200.0,0.0,1
2016,Haryana,Gurgaon,Wheat,38,145,Diesel,5000,1.0,27550000.0,73834.0,0
2023,Haryana,Hisar,Mustard,12,79,Diesel,4500,1.0,4266000.0,11432.880000000001,0
2023,Punjab,Ludhiana,Wheat,47,106,Solar,5000,0.6,14946000.0,0.0,1
2017,Punjab,Bathinda,Cotton,40,97,Diesel,7000,1.0,27160000.0,72788.8,0
2016,Punjab,Patiala,Sugarcane,15,118,Electric,18000,0.8,25488000.0,38232.0,0
2017,Haryana,Karnal,Maize,49,137,Diesel,4000,1.0,26852000.0,71963.36,0
2022,Haryana,Hisar,Mustard,39,149,Electric,4500,0.8,20919600.0,31379.399999999998,0
2017,Haryana,Karnal,Maize,29,163,Diesel,4000,1.0,18908000.0,50673.44,0
2023,Punjab,Patiala,Maize,19,140,Electric,4000,0.8,8512000.0,12768.0,0
2019,Haryana,Karnal,Maize,17,107,Diesel,4000,1.0,7276000.0,19499.68,0
2020,Punjab,Ludhiana,Cotton,24,87,Diesel,7000,1.0,14616000.0,39170.880000000005,0
2021,Punjab,Bathinda,Sugarcane,10,173,Diesel,18000,1.0,31140000.0,83455.20000000001,0
2021,Punjab,Patiala,Maize,13,88,Electric,4000,0.8,3660800.0,5491.200000000001,0
2021,Haryana,Gurgaon,Wheat,40,177,Electric,5000,0.8,28320000.0,42480.0,0
2021,Haryana,Hisar,Maize,48,121,Diesel,4000,1.0,23232000.0,62261.76,0
2020,Punjab,Amritsar,Cotton,25,66,Diesel,7000,1.0,11550000.0,30954.000000000004,0
2020,Haryana,Karnal,Cotton,46,117,Electric,7000,0.8,30139200.0,45208.8,0
2021,Haryana,Rohtak,Sugarcane,40,60,Electric,18000,0.8,34560000.0,51840.0,0
2017,Haryana,Rohtak,Wheat,3,62,Solar,5000,0.6,558000.0,0.0,1
2018,Punjab,Jalandhar,Paddy,30,118,Solar,15000,0.6,31860000.0,0.0,1
2023,Haryana,Panipat,Paddy,13,75,Diesel,15000,1.0,14625000.0,39195.0,0
2020,Haryana,Hisar,Cotton,6,149,Electric,7000,0.8,5006400.0,7509.599999999999,0
2016,Haryana,Gurgaon,Wheat,48,153,Electric,5000,0.8,29376000.0,44064.0,0
2023,Punjab,Ludhiana,Mustard,29,164,Solar,4500,0.6,12841200.0,0.0,1
2018,Punjab,Patiala,Maize,16,100,Electric,4000,0.8,5120000.0,7680.0,0
2019,Punjab,Bathinda,Sugarcane,14,102,Diesel,18000,1.0,25704000.0,68886.72,0
2021,Punjab,Ludhiana,Maize,14,119,Solar,4000,0.6,3998400.0,0.0,1
2022,Punjab,Patiala,Cotton,19,100,Diesel,7000,1.0,13300000.0,35644.0,0
2023,Punjab,Bathinda,Paddy,30,104,Diesel,15000,1.0,46800000.0,125424.00000000001,0
2016,Punjab,Bathinda,Maize,47,119,Diesel,4000,1.0,22372000.0,59956.96000000001,0
2023,Punjab,Jalandhar,Paddy,40,94,Solar,15000,0.6,33840000.0,0.0,1
2020,Punjab,Jalandhar,Wheat,2,169,Electric,5000,0.8,1352000.0,2028.0,0
2022,Haryana,Panipat,Maize,49,109,Diesel,4000,1.0,21364000.0,57255.520000000004,0
2016,Punjab,Ludhiana,Wheat,8,100,Electric,5000,0.8,3200000.0,4800.0,0
2017,Punjab,Jalandhar,Mustard,24,136,Diesel,4500,1.0,14688000.0,39363.840000000004,0
2016,Punjab,Amritsar,Maize,35,113,Diesel,4000,1.0,15820000.0,42397.600000000006,0
2017,Haryana,Hisar,Paddy,47,82,Electric,15000,0.8,46248000.0,69372.0,0
2017,Punjab,Ludhiana,Maize,8,83,Diesel,4000,1.0,2656000.0,7118.080000000001,0
2016,Punjab,Amritsar,Wheat,46,83,Diesel,5000,1.0,19090000.0,51161.200000000004,0
2022,Punjab,Amritsar,Mustard,47,166,Electric,4500,0.8,28087200.0,42130.8,0
2018,Haryana,Rohtak,Mustard,43,62,Diesel,4500,1.0,11997000.0,32151.960000000003,0
2022,Haryana,Karnal,Mustard,22,77,Diesel,4500,1.0,7623000.0,20429.64,0
2019,Punjab,Ludhiana,Cotton,32,68,Diesel,7000,1.0,15232000.0,40821.76,0
2023,Haryana,Panipat,Wheat,20,163,Electric,5000,0.8,13040000.0,19560.0,0
2022,Punjab,Amritsar,Paddy,3,154,Electric,15000,0.8,5544000.0,8316.0,0
2023,Haryana,Hisar,Cotton,19,70,Diesel,7000,1.0,9310000.0,24950.800000000003,0
2023,Punjab,Ludhiana,Sugarcane,34,143,Diesel,18000,1.0,87516000.0,234542.88,0
2017,Haryana,Karnal,Sugarcane,42,131,Diesel,18000,1.0,99036000.0,265416.48000000004,0
2019,Punjab,Amritsar,Sugarcane,18,89,Diesel,18000,1.0,28836000.0,77280.48000000001,0
2017,Punjab,Amritsar,Maize,18,139,Diesel,4000,1.0,10008000.0,26821.440000000002,0
2023,Haryana,Panipat,Wheat,16,143,Electric,5000,0.8,9152000.0,13728.0,0
2016,Haryana,Hisar,Paddy,10,73,Electric,15000,0.8,8760000.0,13140.0,0
2022,Punjab,Patiala,Cotton,21,164,Electric,7000,0.8,19286400.0,28929.600000000002,0
2019,Haryana,Rohtak,Paddy,43,157,Electric,15000,0.8,81012000.0,121518.0,0
2021,Haryana,Rohtak,Mustard,2,131,Electric,4500,0.8,943200.0,1414.8000000000002,0
2018,Haryana,Gurgaon,Paddy,7,114,Diesel,15000,1.0,11970000.0,32079.600000000002,0
2020,Haryana,Panipat,Mustard,35,137,Diesel,4500,1.0,21577500.0,57827.700000000004,0
2021,Haryana,Rohtak,Maize,11,97,Diesel,4000,1.0,4268000.0,11438.24,0
2018,Punjab,Patiala,Wheat,31,107,Diesel,5000,1.0,16585000.0,44447.8,0
2018,Haryana,Rohtak,Mustard,27,76,Diesel,4500,1.0,9234000.0,24747.120000000003,0
2016,Haryana,Rohtak,Maize,2,113,Diesel,4000,1.0,904000.0,2422.7200000000003,0
2019,Haryana,Karnal,Cotton,21,126,Diesel,7000,1.0,18522000.0,49638.96000000001,0
2016,Haryana,Gurgaon,Paddy,29,103,Diesel,15000,1.0,44805000.0,120077.40000000001,0
2017,Punjab,Ludhiana,Sugarcane,21,151,Diesel,18000,1.0,57078000.0,152969.04,0
2016,Punjab,Patiala,Paddy,34,167,Electric,15000,0.8,68136000.0,102204.0,0
2016,Punjab,Bathinda,Sugarcane,36,63,Diesel,18000,1.0,40824000.0,109408.32,0
2020,Punjab,Patiala,Maize,45,103,Diesel,4000,1.0,18540000.0,49687.200000000004,0
2023,Haryana,Gurgaon,Cotton,41,162,Electric,7000,0.8,37195200.0,55792.799999999996,0
2022,Haryana,Panipat,Sugarcane,27,99,Diesel,18000,1.0,48114000.0,128945.52,0
2018,Haryana,Gurgaon,Wheat,9,74,Solar,5000,0.6,1998000.0,0.0,1
2023,Punjab,Amritsar,Paddy,8,108,Solar,15000,0.6,7776000.0,0.0,1
2020,Haryana,Rohtak,Paddy,21,118,Diesel,15000,1.0,37170000.0,99615.6,0
2018,Punjab,Bathinda,Paddy,23,175,Electric,15000,0.8,48300000.0,72450.0,0
2020,Punjab,Amritsar,Sugarcane,42,107,Diesel,18000,1.0,80892000.0,216790.56000000003,0
2021,Haryana,Karnal,Wheat,34,151,Diesel,5000,1.0,25670000.0,68795.6,0
2020,Punjab,Bathinda,Cotton,36,125,Diesel,7000,1.0,31500000.0,84420.0,0
2017,Punjab,Ludhiana,Cotton,7,89,Diesel,7000,1.0,4361000.0,11687.480000000001,0
2022,Punjab,Amritsar,Wheat,16,167,Diesel,5000,1.0,13360000.0,35804.8,0
2016,Punjab,Patiala,Paddy,45,109,Electric,15000,0.8,58860000.0,88290.0,0
2017,Haryana,Gurgaon,Mustard,23,162,Diesel,4500,1.0,16767000.0,44935.560000000005,0
2019,Punjab,Patiala,Paddy,41,177,Diesel,15000,1.0,108855000.0,291731.4,0
2018,Haryana,Hisar,Sugarcane,35,66,Solar,18000,0.6,24948000.0,0.0,1
2017,Haryana,Panipat,Paddy,3,149,Diesel,15000,1.0,6705000.0,17969.4,0
2017,Haryana,Panipat,Sugarcane,17,85,Diesel,18000,1.0,26010000.0,69706.8,0
2022,Punjab,Bathinda,Sugarcane,41,80,Diesel,18000,1.0,59040000.0,158227.2,0
2022,Haryana,Panipat,Wheat,38,84,Diesel,5000,1.0,15960000.0,42772.8,0
2018,Punjab,Patiala,Cotton,9,165,Electric,7000,0.8,8316000.0,12474.0,0
2023,Haryana,Gurgaon,Cotton,14,118,Electric,7000,0.8,9251200.0,13876.800000000001,0
2023,Haryana,Karnal,Mustard,17,61,Diesel,4500,1.0,4666500.0,12506.220000000001,0
2021,Haryana,Panipat,Mustard,19,143,Electric,4500,0.8,9781200.0,14671.800000000001,0
